"","City","Date","Count"
"2067","CALDAS",2020-11-27,53
"2068","CALDAS",2020-03-27,4
"2069","CALDAS",2020-04-27,3
"2070","CALDAS",2020-05-27,1
"2071","CALDAS",2020-06-27,2
"2072","CALDAS",2020-07-27,41
"2073","CALDAS",2020-08-27,87
"2074","CALDAS",2020-09-27,140
"2075","CALDAS",2020-10-28,421
"2076","CALDAS",2020-11-28,6
"2077","CALDAS",2020-03-28,3
"2078","CALDAS",2020-04-28,2
"2079","CALDAS",2020-05-28,4
"2080","CALDAS",2020-06-28,4
"2081","CALDAS",2020-07-28,46
"2082","CALDAS",2020-08-28,99
"2083","CALDAS",2020-09-28,284
"2084","CALDAS",2020-10-29,430
"2085","CALDAS",2020-11-29,2
"2086","CALDAS",2020-04-29,5
"2087","CALDAS",2020-06-29,1
"2088","CALDAS",2020-07-29,60
"2089","CALDAS",2020-08-29,77
"2090","CALDAS",2020-09-29,178
"2091","CALDAS",2020-10-03,248
"2092","CALDAS",2020-11-03,305
"2093","CALDAS",2020-05-03,1
"2094","CALDAS",2020-06-03,4
"2095","CALDAS",2020-07-03,8
"2096","CALDAS",2020-08-03,37
"2097","CALDAS",2020-09-03,109
"2098","CALDAS",2020-10-30,409
"2099","CALDAS",2020-04-30,1
"2100","CALDAS",2020-06-30,8
"2101","CALDAS",2020-07-30,58
"2102","CALDAS",2020-08-30,84
"2103","CALDAS",2020-09-30,221
"2104","CALDAS",2020-10-31,321
"2105","CALDAS",2020-05-31,1
"2106","CALDAS",2020-07-31,74
"2107","CALDAS",2020-08-31,129
"2108","CALDAS",2020-10-04,128
"2109","CALDAS",2020-11-04,440
"2110","CALDAS",2020-04-04,1
"2111","CALDAS",2020-06-04,3
"2112","CALDAS",2020-07-04,9
"2113","CALDAS",2020-08-04,48
"2114","CALDAS",2020-09-04,92
"2115","CALDAS",2020-10-05,269
"2116","CALDAS",2020-11-05,353
"2117","CALDAS",2020-05-05,1
"2118","CALDAS",2020-06-05,3
"2119","CALDAS",2020-07-05,6
"2120","CALDAS",2020-08-05,43
"2121","CALDAS",2020-09-05,69
"2122","CALDAS",2020-10-06,204
"2123","CALDAS",2020-11-06,333
"2124","CALDAS",2020-04-06,1
"2125","CALDAS",2020-05-06,4
"2126","CALDAS",2020-06-06,5
"2127","CALDAS",2020-07-06,43
"2128","CALDAS",2020-08-06,54
"2129","CALDAS",2020-09-06,57
"2130","CALDAS",2020-10-07,199
"2131","CALDAS",2020-11-07,246
"2132","CALDAS",2020-04-07,1
"2133","CALDAS",2020-05-07,2
"2134","CALDAS",2020-06-07,1
"2135","CALDAS",2020-07-07,13
"2136","CALDAS",2020-08-07,46
"2137","CALDAS",2020-09-07,112
"2138","CALDAS",2020-10-08,262
"2139","CALDAS",2020-11-08,197
"2140","CALDAS",2020-06-08,6
"2141","CALDAS",2020-07-08,23
"2142","CALDAS",2020-08-08,46
"2143","CALDAS",2020-09-08,102
"2144","CALDAS",2020-10-09,277
"2145","CALDAS",2020-11-09,360
"2146","CALDAS",2020-04-09,3
"2147","CALDAS",2020-05-09,3
"2148","CALDAS",2020-06-09,5
"2149","CALDAS",2020-07-09,15
"2150","CALDAS",2020-08-09,43
"2151","CALDAS",2020-09-09,120
"2152","CAQUETA",2020-10-01,107
"2153","CAQUETA",2020-11-01,81
"2154","CAQUETA",2020-07-01,73
"2155","CAQUETA",2020-08-01,139
"2156","CAQUETA",2020-09-01,58
"2157","CAQUETA",2020-10-10,93
"2158","CAQUETA",2020-11-10,64
"2159","CAQUETA",2020-07-10,92
"2160","CAQUETA",2020-08-10,209
"2161","CAQUETA",2020-09-10,81
"2162","CAQUETA",2020-10-11,108
"2163","CAQUETA",2020-11-11,18
"2164","CAQUETA",2020-07-11,66
"2165","CAQUETA",2020-08-11,80
"2166","CAQUETA",2020-09-11,79
"2167","CAQUETA",2020-10-12,65
"2168","CAQUETA",2020-11-12,11
"2169","CAQUETA",2020-05-12,1
"2170","CAQUETA",2020-06-12,1
"2171","CAQUETA",2020-07-12,63
"2172","CAQUETA",2020-08-12,94
"2173","CAQUETA",2020-09-12,49
"2174","CAQUETA",2020-10-13,134
"2175","CAQUETA",2020-11-13,34
"2176","CAQUETA",2020-07-13,117
"2177","CAQUETA",2020-08-13,167
"2178","CAQUETA",2020-09-13,94
"2179","CAQUETA",2020-10-14,66
"2180","CAQUETA",2020-11-14,26
"2181","CAQUETA",2020-05-14,1
"2182","CAQUETA",2020-06-14,1
"2183","CAQUETA",2020-07-14,53
"2184","CAQUETA",2020-08-14,116
"2185","CAQUETA",2020-09-14,129
"2186","CAQUETA",2020-10-15,86
"2187","CAQUETA",2020-11-15,22
"2188","CAQUETA",2020-06-15,1
"2189","CAQUETA",2020-07-15,124
"2190","CAQUETA",2020-08-15,121
"2191","CAQUETA",2020-09-15,61
"2192","CAQUETA",2020-10-16,95
"2193","CAQUETA",2020-11-16,17
"2194","CAQUETA",2020-06-16,2
"2195","CAQUETA",2020-07-16,113
"2196","CAQUETA",2020-08-16,157
"2197","CAQUETA",2020-09-16,69
"2198","CAQUETA",2020-10-17,70
"2199","CAQUETA",2020-11-17,32
"2200","CAQUETA",2020-05-17,1
"2201","CAQUETA",2020-06-17,6
"2202","CAQUETA",2020-07-17,101
"2203","CAQUETA",2020-08-17,108
"2204","CAQUETA",2020-09-17,125
"2205","CAQUETA",2020-10-18,69
"2206","CAQUETA",2020-11-18,17
"2207","CAQUETA",2020-06-18,1
"2208","CAQUETA",2020-07-18,119
"2209","CAQUETA",2020-08-18,218
"2210","CAQUETA",2020-09-18,100
"2211","CAQUETA",2020-10-19,80
"2212","CAQUETA",2020-11-19,25
"2213","CAQUETA",2020-04-19,1
"2214","CAQUETA",2020-06-19,1
"2215","CAQUETA",2020-07-19,113
"2216","CAQUETA",2020-08-19,71
"2217","CAQUETA",2020-09-19,83
"2218","CAQUETA",2020-10-02,75
"2219","CAQUETA",2020-11-02,78
"2220","CAQUETA",2020-05-02,1
"2221","CAQUETA",2020-07-02,40
"2222","CAQUETA",2020-08-02,93
"2223","CAQUETA",2020-09-02,46
"2224","CAQUETA",2020-10-20,88
"2225","CAQUETA",2020-11-20,23
"2226","CAQUETA",2020-06-20,2
"2227","CAQUETA",2020-07-20,123
"2228","CAQUETA",2020-08-20,87
"2229","CAQUETA",2020-09-20,106
"2230","CAQUETA",2020-10-21,139
"2231","CAQUETA",2020-11-21,20
"2232","CAQUETA",2020-06-21,5
"2233","CAQUETA",2020-07-21,94
"2234","CAQUETA",2020-08-21,118
"2235","CAQUETA",2020-09-21,49
"2236","CAQUETA",2020-10-22,120
"2237","CAQUETA",2020-11-22,7
"2238","CAQUETA",2020-04-22,1
"2239","CAQUETA",2020-06-22,4
"2240","CAQUETA",2020-07-22,68
"2241","CAQUETA",2020-08-22,78
"2242","CAQUETA",2020-09-22,46
"2243","CAQUETA",2020-10-23,56
"2244","CAQUETA",2020-11-23,18
"2245","CAQUETA",2020-04-23,1
"2246","CAQUETA",2020-06-23,2
"2247","CAQUETA",2020-07-23,139
"2248","CAQUETA",2020-08-23,67
"2249","CAQUETA",2020-09-23,58
"2250","CAQUETA",2020-10-24,56
"2251","CAQUETA",2020-11-24,13
"2252","CAQUETA",2020-06-24,8
"2253","CAQUETA",2020-07-24,292
"2254","CAQUETA",2020-08-24,111
"2255","CAQUETA",2020-09-24,45
"2256","CAQUETA",2020-10-25,66
"2257","CAQUETA",2020-11-25,27
"2258","CAQUETA",2020-03-25,1
"2259","CAQUETA",2020-06-25,11
"2260","CAQUETA",2020-07-25,277
"2261","CAQUETA",2020-08-25,122
"2262","CAQUETA",2020-09-25,174
"2263","CAQUETA",2020-10-26,73
"2264","CAQUETA",2020-11-26,7
"2265","CAQUETA",2020-06-26,12
"2266","CAQUETA",2020-07-26,134
"2267","CAQUETA",2020-08-26,30
"2268","CAQUETA",2020-09-26,57
"2269","CAQUETA",2020-10-27,57
"2270","CAQUETA",2020-11-27,2
"2271","CAQUETA",2020-06-27,20
"2272","CAQUETA",2020-07-27,202
"2273","CAQUETA",2020-08-27,132
"2274","CAQUETA",2020-09-27,65
"2275","CAQUETA",2020-10-28,81
"2276","CAQUETA",2020-11-28,2
"2277","CAQUETA",2020-04-28,1
"2278","CAQUETA",2020-06-28,66
"2279","CAQUETA",2020-07-28,250
"2280","CAQUETA",2020-08-28,60
"2281","CAQUETA",2020-09-28,94
"2282","CAQUETA",2020-10-29,84
"2283","CAQUETA",2020-06-29,19
"2284","CAQUETA",2020-07-29,204
"2285","CAQUETA",2020-08-29,40
"2286","CAQUETA",2020-09-29,122
"2287","CAQUETA",2020-10-03,54
"2288","CAQUETA",2020-11-03,64
"2289","CAQUETA",2020-07-03,21
"2290","CAQUETA",2020-08-03,196
"2291","CAQUETA",2020-09-03,36
"2292","CAQUETA",2020-10-30,68
"2293","CAQUETA",2020-06-30,23
"2294","CAQUETA",2020-07-30,84
"2295","CAQUETA",2020-08-30,77
"2296","CAQUETA",2020-09-30,70
"2297","CAQUETA",2020-10-31,115
"2298","CAQUETA",2020-03-31,1
"2299","CAQUETA",2020-07-31,112
"2300","CAQUETA",2020-08-31,57
"2301","CAQUETA",2020-10-04,63
"2302","CAQUETA",2020-11-04,37
"2303","CAQUETA",2020-07-04,22
"2304","CAQUETA",2020-08-04,123
"2305","CAQUETA",2020-09-04,66
"2306","CAQUETA",2020-10-05,86
"2307","CAQUETA",2020-11-05,57
"2308","CAQUETA",2020-05-05,1
"2309","CAQUETA",2020-07-05,34
"2310","CAQUETA",2020-08-05,169
"2311","CAQUETA",2020-09-05,82
"2312","CAQUETA",2020-10-06,77
"2313","CAQUETA",2020-11-06,69
"2314","CAQUETA",2020-07-06,62
"2315","CAQUETA",2020-08-06,133
"2316","CAQUETA",2020-09-06,111
"2317","CAQUETA",2020-10-07,78
"2318","CAQUETA",2020-11-07,48
"2319","CAQUETA",2020-07-07,58
"2320","CAQUETA",2020-08-07,117
"2321","CAQUETA",2020-09-07,106
"2322","CAQUETA",2020-10-08,76
"2323","CAQUETA",2020-11-08,43
"2324","CAQUETA",2020-05-08,1
"2325","CAQUETA",2020-07-08,70
"2326","CAQUETA",2020-08-08,242
"2327","CAQUETA",2020-09-08,64
"2328","CAQUETA",2020-10-09,98
"2329","CAQUETA",2020-11-09,55
"2330","CAQUETA",2020-07-09,81
"2331","CAQUETA",2020-08-09,137
"2332","CAQUETA",2020-09-09,105
"2333","CARTAGENA",2020-10-01,61
"2334","CARTAGENA",2020-11-01,127
"2335","CARTAGENA",2020-03-01,1
"2336","CARTAGENA",2020-04-01,9
"2337","CARTAGENA",2020-05-01,78
"2338","CARTAGENA",2020-06-01,170
"2339","CARTAGENA",2020-07-01,408
"2340","CARTAGENA",2020-08-01,119
"2341","CARTAGENA",2020-09-01,91
"2342","CARTAGENA",2020-10-10,88
"2343","CARTAGENA",2020-11-10,270
"2344","CARTAGENA",2020-04-10,12
"2345","CARTAGENA",2020-05-10,116
"2346","CARTAGENA",2020-06-10,240
"2347","CARTAGENA",2020-07-10,342
"2348","CARTAGENA",2020-08-10,244
"2349","CARTAGENA",2020-09-10,83
"2350","CARTAGENA",2020-10-11,59
"2351","CARTAGENA",2020-11-11,169
"2352","CARTAGENA",2020-03-11,2
"2353","CARTAGENA",2020-04-11,3
"2354","CARTAGENA",2020-05-11,96
"2355","CARTAGENA",2020-06-11,172
"2356","CARTAGENA",2020-07-11,211
"2357","CARTAGENA",2020-08-11,71
"2358","CARTAGENA",2020-09-11,68
"2359","CARTAGENA",2020-10-12,69
"2360","CARTAGENA",2020-11-12,166
"2361","CARTAGENA",2020-03-12,1
"2362","CARTAGENA",2020-04-12,10
"2363","CARTAGENA",2020-05-12,140
"2364","CARTAGENA",2020-06-12,238
"2365","CARTAGENA",2020-07-12,159
"2366","CARTAGENA",2020-08-12,130
"2367","CARTAGENA",2020-09-12,97
"2368","CARTAGENA",2020-10-13,90
"2369","CARTAGENA",2020-11-13,137
"2370","CARTAGENA",2020-03-13,4
"2371","CARTAGENA",2020-04-13,15
"2372","CARTAGENA",2020-05-13,100
"2373","CARTAGENA",2020-06-13,185
"2374","CARTAGENA",2020-07-13,285
"2375","CARTAGENA",2020-08-13,66
"2376","CARTAGENA",2020-09-13,48
"2377","CARTAGENA",2020-10-14,100
"2378","CARTAGENA",2020-11-14,110
"2379","CARTAGENA",2020-03-14,4
"2380","CARTAGENA",2020-04-14,13
"2381","CARTAGENA",2020-05-14,142
"2382","CARTAGENA",2020-06-14,194
"2383","CARTAGENA",2020-07-14,194
"2384","CARTAGENA",2020-08-14,120
"2385","CARTAGENA",2020-09-14,154
"2386","CARTAGENA",2020-10-15,120
"2387","CARTAGENA",2020-11-15,68
"2388","CARTAGENA",2020-03-15,5
"2389","CARTAGENA",2020-04-15,13
"2390","CARTAGENA",2020-05-15,200
"2391","CARTAGENA",2020-06-15,239
"2392","CARTAGENA",2020-07-15,298
"2393","CARTAGENA",2020-08-15,103
"2394","CARTAGENA",2020-09-15,74
"2395","CARTAGENA",2020-10-16,154
"2396","CARTAGENA",2020-11-16,84
"2397","CARTAGENA",2020-03-16,8
"2398","CARTAGENA",2020-04-16,14
"2399","CARTAGENA",2020-05-16,174
"2400","CARTAGENA",2020-06-16,312
"2401","CARTAGENA",2020-07-16,325
"2402","CARTAGENA",2020-08-16,56
"2403","CARTAGENA",2020-09-16,73
"2404","CARTAGENA",2020-10-17,176
"2405","CARTAGENA",2020-11-17,104
"2406","CARTAGENA",2020-03-17,4
"2407","CARTAGENA",2020-04-17,15
"2408","CARTAGENA",2020-05-17,200
"2409","CARTAGENA",2020-06-17,337
"2410","CARTAGENA",2020-07-17,215
"2411","CARTAGENA",2020-08-17,119
"2412","CARTAGENA",2020-09-17,91
"2413","CARTAGENA",2020-10-18,107
"2414","CARTAGENA",2020-11-18,104
"2415","CARTAGENA",2020-03-18,6
"2416","CARTAGENA",2020-04-18,11
"2417","CARTAGENA",2020-05-18,222
"2418","CARTAGENA",2020-06-18,308
"2419","CARTAGENA",2020-07-18,142
"2420","CARTAGENA",2020-08-18,87
"2421","CARTAGENA",2020-09-18,91
"2422","CARTAGENA",2020-10-19,79
"2423","CARTAGENA",2020-11-19,138
"2424","CARTAGENA",2020-03-19,5
"2425","CARTAGENA",2020-04-19,17
"2426","CARTAGENA",2020-05-19,198
"2427","CARTAGENA",2020-06-19,248
"2428","CARTAGENA",2020-07-19,132
"2429","CARTAGENA",2020-08-19,105
"2430","CARTAGENA",2020-09-19,65
"2431","CARTAGENA",2020-10-02,81
"2432","CARTAGENA",2020-11-02,87
"2433","CARTAGENA",2020-03-02,2
"2434","CARTAGENA",2020-04-02,3
"2435","CARTAGENA",2020-05-02,71
"2436","CARTAGENA",2020-06-02,136
"2437","CARTAGENA",2020-07-02,329
"2438","CARTAGENA",2020-08-02,231
"2439","CARTAGENA",2020-09-02,38
"2440","CARTAGENA",2020-10-20,170
"2441","CARTAGENA",2020-11-20,124
"2442","CARTAGENA",2020-03-20,10
"2443","CARTAGENA",2020-04-20,19
"2444","CARTAGENA",2020-05-20,243
"2445","CARTAGENA",2020-06-20,267
"2446","CARTAGENA",2020-07-20,157
"2447","CARTAGENA",2020-08-20,49
"2448","CARTAGENA",2020-09-20,37
"2449","CARTAGENA",2020-10-21,101
"2450","CARTAGENA",2020-11-21,112
"2451","CARTAGENA",2020-03-21,4
"2452","CARTAGENA",2020-04-21,16
"2453","CARTAGENA",2020-05-21,281
"2454","CARTAGENA",2020-06-21,197
"2455","CARTAGENA",2020-07-21,120
"2456","CARTAGENA",2020-08-21,102
"2457","CARTAGENA",2020-09-21,61
"2458","CARTAGENA",2020-10-22,133
"2459","CARTAGENA",2020-11-22,66
"2460","CARTAGENA",2020-03-22,7
"2461","CARTAGENA",2020-04-22,18
"2462","CARTAGENA",2020-05-22,153
"2463","CARTAGENA",2020-06-22,258
"2464","CARTAGENA",2020-07-22,162
"2465","CARTAGENA",2020-08-22,116
"2466","CARTAGENA",2020-09-22,66
"2467","CARTAGENA",2020-10-23,113
"2468","CARTAGENA",2020-11-23,89
"2469","CARTAGENA",2020-03-23,4
"2470","CARTAGENA",2020-04-23,20
"2471","CARTAGENA",2020-05-23,139
"2472","CARTAGENA",2020-06-23,264
"2473","CARTAGENA",2020-07-23,196
"2474","CARTAGENA",2020-08-23,39
"2475","CARTAGENA",2020-09-23,84
"2476","CARTAGENA",2020-10-24,99
"2477","CARTAGENA",2020-11-24,65
"2478","CARTAGENA",2020-03-24,5
"2479","CARTAGENA",2020-04-24,18
"2480","CARTAGENA",2020-05-24,76
"2481","CARTAGENA",2020-06-24,245
"2482","CARTAGENA",2020-07-24,319
"2483","CARTAGENA",2020-08-24,83
"2484","CARTAGENA",2020-09-24,87
"2485","CARTAGENA",2020-10-25,86
"2486","CARTAGENA",2020-11-25,50
"2487","CARTAGENA",2020-03-25,5
"2488","CARTAGENA",2020-04-25,20
"2489","CARTAGENA",2020-05-25,106
"2490","CARTAGENA",2020-06-25,259
"2491","CARTAGENA",2020-07-25,172
"2492","CARTAGENA",2020-08-25,109
"2493","CARTAGENA",2020-09-25,91
"2494","CARTAGENA",2020-10-26,161
"2495","CARTAGENA",2020-11-26,35
"2496","CARTAGENA",2020-03-26,5
"2497","CARTAGENA",2020-04-26,45
"2498","CARTAGENA",2020-05-26,191
"2499","CARTAGENA",2020-06-26,316
"2500","CARTAGENA",2020-07-26,120
"2501","CARTAGENA",2020-08-26,352
"2502","CARTAGENA",2020-09-26,48
"2503","CARTAGENA",2020-10-27,157
"2504","CARTAGENA",2020-11-27,21
"2505","CARTAGENA",2020-03-27,4
"2506","CARTAGENA",2020-04-27,30
"2507","CARTAGENA",2020-05-27,136
"2508","CARTAGENA",2020-06-27,217
"2509","CARTAGENA",2020-07-27,182
"2510","CARTAGENA",2020-08-27,161
"2511","CARTAGENA",2020-09-27,34
"2512","CARTAGENA",2020-10-28,139
"2513","CARTAGENA",2020-11-28,13
"2514","CARTAGENA",2020-03-28,5
"2515","CARTAGENA",2020-04-28,40
"2516","CARTAGENA",2020-05-28,127
"2517","CARTAGENA",2020-06-28,227
"2518","CARTAGENA",2020-07-28,171
"2519","CARTAGENA",2020-08-28,84
"2520","CARTAGENA",2020-09-28,45
"2521","CARTAGENA",2020-10-29,179
"2522","CARTAGENA",2020-03-29,8
"2523","CARTAGENA",2020-04-29,33
"2524","CARTAGENA",2020-05-29,133
"2525","CARTAGENA",2020-06-29,181
"2526","CARTAGENA",2020-07-29,198
"2527","CARTAGENA",2020-08-29,210
"2528","CARTAGENA",2020-09-29,151
"2529","CARTAGENA",2020-10-03,89
"2530","CARTAGENA",2020-11-03,135
"2531","CARTAGENA",2020-04-03,5
"2532","CARTAGENA",2020-05-03,63
"2533","CARTAGENA",2020-06-03,253
"2534","CARTAGENA",2020-07-03,259
"2535","CARTAGENA",2020-08-03,82
"2536","CARTAGENA",2020-09-03,63
"2537","CARTAGENA",2020-10-30,177
"2538","CARTAGENA",2020-03-30,4
"2539","CARTAGENA",2020-04-30,50
"2540","CARTAGENA",2020-05-30,100
"2541","CARTAGENA",2020-06-30,359
"2542","CARTAGENA",2020-07-30,137
"2543","CARTAGENA",2020-08-30,27
"2544","CARTAGENA",2020-09-30,91
"2545","CARTAGENA",2020-10-31,125
"2546","CARTAGENA",2020-03-31,3
"2547","CARTAGENA",2020-05-31,79
"2548","CARTAGENA",2020-07-31,147
"2549","CARTAGENA",2020-08-31,232
"2550","CARTAGENA",2020-10-04,49
"2551","CARTAGENA",2020-11-04,193
"2552","CARTAGENA",2020-04-04,4
"2553","CARTAGENA",2020-05-04,71
"2554","CARTAGENA",2020-06-04,137
"2555","CARTAGENA",2020-07-04,212
"2556","CARTAGENA",2020-08-04,75
"2557","CARTAGENA",2020-09-04,49
"2558","CARTAGENA",2020-10-05,103
"2559","CARTAGENA",2020-11-05,253
"2560","CARTAGENA",2020-04-05,10
"2561","CARTAGENA",2020-05-05,88
"2562","CARTAGENA",2020-06-05,165
"2563","CARTAGENA",2020-07-05,251
"2564","CARTAGENA",2020-08-05,107
"2565","CARTAGENA",2020-09-05,27
"2566","CARTAGENA",2020-10-06,70
"2567","CARTAGENA",2020-11-06,234
"2568","CARTAGENA",2020-03-06,3
"2569","CARTAGENA",2020-04-06,7
"2570","CARTAGENA",2020-05-06,84
"2571","CARTAGENA",2020-06-06,188
"2572","CARTAGENA",2020-07-06,252
"2573","CARTAGENA",2020-08-06,109
"2574","CARTAGENA",2020-09-06,27
"2575","CARTAGENA",2020-10-07,90
"2576","CARTAGENA",2020-11-07,152
"2577","CARTAGENA",2020-04-07,4
"2578","CARTAGENA",2020-05-07,90
"2579","CARTAGENA",2020-06-07,154
"2580","CARTAGENA",2020-07-07,223
"2581","CARTAGENA",2020-08-07,76
"2582","CARTAGENA",2020-09-07,132
"2583","CARTAGENA",2020-10-08,101
"2584","CARTAGENA",2020-11-08,88
"2585","CARTAGENA",2020-04-08,9
"2586","CARTAGENA",2020-05-08,69
"2587","CARTAGENA",2020-06-08,235
"2588","CARTAGENA",2020-07-08,243
"2589","CARTAGENA",2020-08-08,72
"2590","CARTAGENA",2020-09-08,114
"2591","CARTAGENA",2020-10-09,99
"2592","CARTAGENA",2020-11-09,214
"2593","CARTAGENA",2020-04-09,5
"2594","CARTAGENA",2020-05-09,91
"2595","CARTAGENA",2020-06-09,243
"2596","CARTAGENA",2020-07-09,229
"2597","CARTAGENA",2020-08-09,72
"2598","CARTAGENA",2020-09-09,70
"2599","CASANARE",2020-10-01,113
"2600","CASANARE",2020-11-01,40
"2601","CASANARE",2020-05-01,1
"2602","CASANARE",2020-06-01,1
"2603","CASANARE",2020-07-01,13
"2604","CASANARE",2020-08-01,27
"2605","CASANARE",2020-09-01,36
"2606","CASANARE",2020-10-10,117
"2607","CASANARE",2020-11-10,45
"2608","CASANARE",2020-05-10,1
"2609","CASANARE",2020-06-10,1
"2610","CASANARE",2020-07-10,11
"2611","CASANARE",2020-08-10,36
"2612","CASANARE",2020-09-10,25
"2613","CASANARE",2020-10-11,55
"2614","CASANARE",2020-11-11,82
"2615","CASANARE",2020-04-11,2
"2616","CASANARE",2020-05-11,1
"2617","CASANARE",2020-06-11,4
"2618","CASANARE",2020-07-11,6
"2619","CASANARE",2020-08-11,22
"2620","CASANARE",2020-09-11,56
"2621","CASANARE",2020-10-12,80
"2622","CASANARE",2020-11-12,52
"2623","CASANARE",2020-04-12,1
"2624","CASANARE",2020-06-12,2
"2625","CASANARE",2020-07-12,10
"2626","CASANARE",2020-08-12,12
"2627","CASANARE",2020-09-12,40
"2628","CASANARE",2020-10-13,141
"2629","CASANARE",2020-11-13,17
"2630","CASANARE",2020-04-13,1
"2631","CASANARE",2020-06-13,1
"2632","CASANARE",2020-07-13,8
"2633","CASANARE",2020-08-13,22
"2634","CASANARE",2020-09-13,21
"2635","CASANARE",2020-10-14,183
"2636","CASANARE",2020-11-14,28
"2637","CASANARE",2020-04-14,1
"2638","CASANARE",2020-05-14,1
"2639","CASANARE",2020-06-14,1
"2640","CASANARE",2020-07-14,16
"2641","CASANARE",2020-08-14,26
"2642","CASANARE",2020-09-14,48
"2643","CASANARE",2020-10-15,104
"2644","CASANARE",2020-11-15,16
"2645","CASANARE",2020-06-15,2
"2646","CASANARE",2020-07-15,14
"2647","CASANARE",2020-08-15,30
"2648","CASANARE",2020-09-15,95
"2649","CASANARE",2020-10-16,88
"2650","CASANARE",2020-11-16,19
"2651","CASANARE",2020-06-16,5
"2652","CASANARE",2020-07-16,12
"2653","CASANARE",2020-08-16,8
"2654","CASANARE",2020-09-16,48
"2655","CASANARE",2020-10-17,86
"2656","CASANARE",2020-11-17,22
"2657","CASANARE",2020-03-17,1
"2658","CASANARE",2020-06-17,1
"2659","CASANARE",2020-07-17,18
"2660","CASANARE",2020-08-17,19
"2661","CASANARE",2020-09-17,45
"2662","CASANARE",2020-10-18,53
"2663","CASANARE",2020-11-18,36
"2664","CASANARE",2020-03-18,1
"2665","CASANARE",2020-06-18,5
"2666","CASANARE",2020-07-18,11
"2667","CASANARE",2020-08-18,73
"2668","CASANARE",2020-09-18,78
"2669","CASANARE",2020-10-19,118
"2670","CASANARE",2020-11-19,18
"2671","CASANARE",2020-03-19,1
"2672","CASANARE",2020-04-19,2
"2673","CASANARE",2020-06-19,3
"2674","CASANARE",2020-07-19,12
"2675","CASANARE",2020-08-19,37
"2676","CASANARE",2020-09-19,48
"2677","CASANARE",2020-10-02,83
"2678","CASANARE",2020-11-02,60
"2679","CASANARE",2020-07-02,3
"2680","CASANARE",2020-08-02,17
"2681","CASANARE",2020-09-02,29
"2682","CASANARE",2020-10-20,114
"2683","CASANARE",2020-11-20,36
"2684","CASANARE",2020-03-20,1
"2685","CASANARE",2020-04-20,1
"2686","CASANARE",2020-05-20,1
"2687","CASANARE",2020-06-20,2
"2688","CASANARE",2020-07-20,5
"2689","CASANARE",2020-08-20,21
"2690","CASANARE",2020-09-20,51
"2691","CASANARE",2020-10-21,108
"2692","CASANARE",2020-11-21,22
"2693","CASANARE",2020-05-21,1
"2694","CASANARE",2020-07-21,14
"2695","CASANARE",2020-08-21,21
"2696","CASANARE",2020-09-21,63
"2697","CASANARE",2020-10-22,94
"2698","CASANARE",2020-11-22,12
"2699","CASANARE",2020-06-22,1
"2700","CASANARE",2020-07-22,19
"2701","CASANARE",2020-08-22,25
"2702","CASANARE",2020-09-22,67
"2703","CASANARE",2020-10-23,85
"2704","CASANARE",2020-11-23,35
"2705","CASANARE",2020-03-23,1
"2706","CASANARE",2020-06-23,4
"2707","CASANARE",2020-07-23,18
"2708","CASANARE",2020-08-23,21
"2709","CASANARE",2020-09-23,50
"2710","CASANARE",2020-10-24,93
"2711","CASANARE",2020-11-24,21
"2712","CASANARE",2020-07-24,25
"2713","CASANARE",2020-08-24,41
"2714","CASANARE",2020-09-24,85
"2715","CASANARE",2020-10-25,56
"2716","CASANARE",2020-11-25,14
"2717","CASANARE",2020-06-25,2
"2718","CASANARE",2020-07-25,42
"2719","CASANARE",2020-08-25,28
"2720","CASANARE",2020-09-25,80
"2721","CASANARE",2020-10-26,69
"2722","CASANARE",2020-11-26,6
"2723","CASANARE",2020-03-26,1
"2724","CASANARE",2020-05-26,1
"2725","CASANARE",2020-06-26,10
"2726","CASANARE",2020-07-26,15
"2727","CASANARE",2020-08-26,37
"2728","CASANARE",2020-09-26,87
"2729","CASANARE",2020-10-27,79
"2730","CASANARE",2020-11-27,10
"2731","CASANARE",2020-06-27,3
"2732","CASANARE",2020-07-27,46
"2733","CASANARE",2020-08-27,32
"2734","CASANARE",2020-09-27,53
"2735","CASANARE",2020-10-28,70
"2736","CASANARE",2020-11-28,1
"2737","CASANARE",2020-03-28,1
"2738","CASANARE",2020-05-28,1
"2739","CASANARE",2020-06-28,4
"2740","CASANARE",2020-07-28,24
"2741","CASANARE",2020-08-28,22
"2742","CASANARE",2020-09-28,72
"2743","CASANARE",2020-10-29,63
"2744","CASANARE",2020-06-29,7
"2745","CASANARE",2020-07-29,16
"2746","CASANARE",2020-08-29,31
"2747","CASANARE",2020-09-29,84
"2748","CASANARE",2020-10-03,75
"2749","CASANARE",2020-11-03,66
"2750","CASANARE",2020-07-03,9
"2751","CASANARE",2020-08-03,17
"2752","CASANARE",2020-09-03,40
"2753","CASANARE",2020-10-30,50
"2754","CASANARE",2020-03-30,1
"2755","CASANARE",2020-06-30,3
"2756","CASANARE",2020-07-30,22
"2757","CASANARE",2020-08-30,43
"2758","CASANARE",2020-09-30,111
"2759","CASANARE",2020-10-31,39
"2760","CASANARE",2020-07-31,17
"2761","CASANARE",2020-08-31,64
"2762","CASANARE",2020-10-04,29
"2763","CASANARE",2020-11-04,49
"2764","CASANARE",2020-05-04,3
